DEPARTAMENTO;MUNICIPIO;GENERO;EDAD;PLATAFORMA_EDUCATIVA
ANTIOQUIA;MEDELLIN;MASCULINO;58;DATACAMP
SUCRE;SINCELEJO;MASCULINO;30;DATACAMP
VALLE DEL CAUCA;TULUA;FEMENINO;26;EDX
CESAR;VALLEDUPAR;FEMENINO;21;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;45;COURSERA
VALLE DEL CAUCA;TULUA;MASCULINO;35;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;30;UDACITY
VALLE DEL CAUCA;YUMBO;MASCULINO;28;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;26;MICROSOFT AZURE
META;VILLAVICENCIO;MASCULINO;46;COURSERA
CUNDINAMARCA;CAJICA;MASCULINO;49;COURSERA
ANTIOQUIA;SABANETA;MASCULINO;22;EDX
ANTIOQUIA;SABANETA;MASCULINO;22;EDX
MAGDALENA;SANTA MARTA;FEMENINO;36;DATACAMP
ANTIOQUIA;COPACABANA;MASCULINO;22;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;40;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;41;PLATZI
CUNDINAMARCA;CAJICA;MASCULINO;32;COURSERA
CUNDINAMARCA;MADRID;MASCULINO;35;MICROSOFT AZURE
CALDAS;VILLAMARIA;MASCULINO;26;PLATZI
VALLE DEL CAUCA;PALMIRA;MASCULINO;32;PLATZI
CAQUETA;ALBANIA;MASCULINO;41;COURSERA
NORTE DE SANTANDER;CUCUTA;MASCULINO;47;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;40;DATACAMP
ANTIOQUIA;GRANADA;MASCULINO;43;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;33;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;37;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;27;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;27;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;27;COURSERA
VALLE DEL CAUCA;PALMIRA;MASCULINO;22;UDACITY
CUNDINAMARCA;SOACHA;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;26;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;26;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;26;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;44;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;44;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;44;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;44;COURSERA
ANTIOQUIA;ENVIGADO;MASCULINO;42;DATACAMP
SANTANDER;FLORIDABLANCA;MASCULINO;56;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;50;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;20;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;20;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;20;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;20;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;43;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;27;COURSERA
NORTE DE SANTANDER;VILLA DEL ROSARIO;FEMENINO;36;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;24;EDX
CASANARE;YOPAL;MASCULINO;31;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;40;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;28;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;28;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;28;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;42;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;16;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;16;PLATZI
ANTIOQUIA;CAREPA;MASCULINO;37;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;49;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;49;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;49;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;49;PLATZI
SUCRE;SINCELEJO;MASCULINO;19;EDX
ANTIOQUIA;LA CEJA;FEMENINO;30;PLATZI
ANTIOQUIA;CALDAS;MASCULINO;26;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;53;MICROSOFT AZURE
ANTIOQUIA;ITAGUI;MASCULINO;41;DATACAMP
SANTANDER;FLORIDABLANCA;FEMENINO;41;PLATZI
VALLE DEL CAUCA;CARTAGO;MASCULINO;23;PLATZI
ATLANTICO;BARRANQUILLA;MASCULINO;28;UDACITY
ATLANTICO;BARRANQUILLA;MASCULINO;28;UDACITY
ANTIOQUIA;MEDELLIN;FEMENINO;25;UDACITY
ANTIOQUIA;SABANETA;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;31;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;31;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;31;COURSERA
NARIÑO;IPIALES;MASCULINO;44;COURSERA
VALLE DEL CAUCA;JAMUNDI;MASCULINO;32;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;37;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;37;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;37;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;37;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;37;EDX
MAGDALENA;SANTA MARTA;MASCULINO;22;EDX
MAGDALENA;SANTA MARTA;MASCULINO;22;EDX
RISARALDA;PEREIRA;MASCULINO;18;COURSERA
RISARALDA;DOSQUEBRADAS;FEMENINO;40;DATACAMP
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;35;EDX
CUNDINAMARCA;CHIA;MASCULINO;24;PLATZI
CUNDINAMARCA;CHIA;MASCULINO;24;PLATZI
CAQUETA;FLORENCIA;MASCULINO;39;PLATZI
RISARALDA;PEREIRA;MASCULINO;29;PLATZI
RISARALDA;PEREIRA;MASCULINO;29;PLATZI
RISARALDA;PEREIRA;MASCULINO;29;PLATZI
RISARALDA;PEREIRA;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;17;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;24;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;24;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;24;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;24;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;32;EDX
CASANARE;MONTERREY;MASCULINO;33;PLATZI
SANTANDER;FLORIDABLANCA;MASCULINO;27;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;49;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;49;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;49;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;55;DATACAMP
ANTIOQUIA;RIONEGRO;MASCULINO;34;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;22;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;22;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;22;EDX
CUNDINAMARCA;CHIA;MASCULINO;43;COURSERA
ATLANTICO;BARRANQUILLA;MASCULINO;26;EDX
ANTIOQUIA;BELLO;MASCULINO;20;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;31;PLATZI
SANTANDER;SAN GIL;MASCULINO;21;COURSERA
BOYACA;TUNJA;MASCULINO;28;PLATZI
TOLIMA;IBAGUE;MASCULINO;35;DATACAMP
BOLIVAR;CARTAGENA;MASCULINO;41;PLATZI
CORDOBA;SAN BERNARDO DEL VIENTO;MASCULINO;28;PLATZI
BOYACA;TUNJA;MASCULINO;46;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;17;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;22;EDX
CUNDINAMARCA;MOSQUERA;FEMENINO;37;DATACAMP
ANTIOQUIA;ITAGUI;MASCULINO;42;DATACAMP
RISARALDA;PEREIRA;MASCULINO;30;EDX
SANTANDER;BARRANCABERMEJA;MASCULINO;21;PLATZI
SANTANDER;GIRON;FEMENINO;46;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;36;COURSERA
BOLIVAR;CARTAGENA;MASCULINO;31;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;55;MICROSOFT AZURE
CUNDINAMARCA;CHIA;FEMENINO;23;PLATZI
CUNDINAMARCA;CHIA;MASCULINO;30;EDX
CUNDINAMARCA;CAJICA;MASCULINO;20;EDX
SANTANDER;BUCARAMANGA;FEMENINO;19;EDX
NARIÑO;PASTO;MASCULINO;32;EDX
VALLE DEL CAUCA;EL CERRITO;MASCULINO;34;PLATZI
ANTIOQUIA;EL CARMEN DE VIBORAL;MASCULINO;30;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;21;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;40;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;43;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;44;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;36;EDX
VALLE DEL CAUCA;CALI;FEMENINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;47;EDX
CUNDINAMARCA;MOSQUERA;MASCULINO;29;EDX
CORDOBA;MONTERIA;FEMENINO;44;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;26;DATACAMP
BOLIVAR;CARTAGENA;MASCULINO;26;DATACAMP
BOLIVAR;CARTAGENA;FEMENINO;38;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;32;UDACITY
VALLE DEL CAUCA;CALI;MASCULINO;32;UDACITY
VALLE DEL CAUCA;CALI;MASCULINO;32;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;39;EDX
VALLE DEL CAUCA;PALMIRA;MASCULINO;24;UDACITY
BOGOTA;BOGOTA, D.C.;FEMENINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;31;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;23;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;24;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;24;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;24;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;24;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;24;COURSERA
SANTANDER;FLORIDABLANCA;FEMENINO;22;EDX
NORTE DE SANTANDER;CUCUTA;MASCULINO;41;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;26;EDX
BOLIVAR;CARTAGENA;MASCULINO;26;EDX
CHOCO;QUIBDO;FEMENINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;33;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;33;DATACAMP
ANTIOQUIA;GIRARDOTA;MASCULINO;38;DATACAMP
RISARALDA;PEREIRA;MASCULINO;22;PLATZI
VALLE DEL CAUCA;TULUA;MASCULINO;31;COURSERA
ATLANTICO;BARRANQUILLA;MASCULINO;32;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;25;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;25;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;25;COURSERA
CAUCA;POPAYAN;MASCULINO;25;MICROSOFT AZURE
META;VILLAVICENCIO;MASCULINO;25;MICROSOFT AZURE
ANTIOQUIA;COPACABANA;MASCULINO;43;DATACAMP
CUNDINAMARCA;CHIA;MASCULINO;21;DATACAMP
CAUCA;POPAYAN;FEMENINO;24;PLATZI
VALLE DEL CAUCA;JAMUNDI;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;41;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;41;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;41;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;41;UDACITY
CAUCA;POPAYAN;MASCULINO;17;PLATZI
CUNDINAMARCA;TOCANCIPA;FEMENINO;50;DATACAMP
ANTIOQUIA;ENVIGADO;FEMENINO;29;COURSERA
ANTIOQUIA;GIRARDOTA;MASCULINO;21;PLATZI
RISARALDA;DOSQUEBRADAS;MASCULINO;33;MICROSOFT AZURE
CUNDINAMARCA;FUSAGASUGA;MASCULINO;39;MICROSOFT AZURE
MAGDALENA;FUNDACION;FEMENINO;44;DATACAMP
ANTIOQUIA;SABANETA;MASCULINO;38;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;48;UDACITY
VALLE DEL CAUCA;EL CERRITO;MASCULINO;32;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;23;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;23;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;23;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;23;MICROSOFT AZURE
ANTIOQUIA;ITAGUI;MASCULINO;47;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;34;UDACITY
VALLE DEL CAUCA;TULUA;MASCULINO;41;DATACAMP
CUNDINAMARCA;FUNZA;MASCULINO;21;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;39;UDACITY
NORTE DE SANTANDER;CUCUTA;MASCULINO;28;UDACITY
SANTANDER;SAN ANDRES;MASCULINO;27;EDX
ATLANTICO;BARRANQUILLA;MASCULINO;24;PLATZI
CALDAS;MANIZALES;MASCULINO;28;EDX
ANTIOQUIA;SABANETA;FEMENINO;26;PLATZI
CORDOBA;MONTERIA;MASCULINO;30;MICROSOFT AZURE
CALDAS;LA DORADA;MASCULINO;29;COURSERA
NORTE DE SANTANDER;CUCUTA;MASCULINO;41;DATACAMP
NORTE DE SANTANDER;CUCUTA;MASCULINO;41;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;22;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;27;DATACAMP
CUNDINAMARCA;FUNZA;MASCULINO;20;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;48;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;48;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;48;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;48;MICROSOFT AZURE
CALDAS;VILLAMARIA;MASCULINO;41;MICROSOFT AZURE
ANTIOQUIA;ENVIGADO;MASCULINO;22;PLATZI
CUNDINAMARCA;LA CALERA;MASCULINO;23;DATACAMP
SANTANDER;SOCORRO;FEMENINO;25;MICROSOFT AZURE
QUINDIO;CALARCA;MASCULINO;25;COURSERA
CUNDINAMARCA;TOCANCIPA;MASCULINO;33;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;21;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;27;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;27;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;27;DATACAMP
CUNDINAMARCA;MOSQUERA;MASCULINO;36;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;36;PLATZI
CUNDINAMARCA;MOSQUERA;MASCULINO;36;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;24;EDX
ANTIOQUIA;MEDELLIN;FEMENINO;24;EDX
SANTANDER;BUCARAMANGA;MASCULINO;29;EDX
SUCRE;SINCELEJO;MASCULINO;41;COURSERA
ATLANTICO;BARRANQUILLA;FEMENINO;26;COURSERA
ATLANTICO;BARRANQUILLA;FEMENINO;26;COURSERA
SANTANDER;BUCARAMANGA;MASCULINO;32;COURSERA
BOYACA;DUITAMA;MASCULINO;28;COURSERA
VALLE DEL CAUCA;PALMIRA;MASCULINO;38;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;34;DATACAMP
BOLIVAR;CARTAGENA;MASCULINO;37;EDX
CALDAS;MANIZALES;MASCULINO;28;PLATZI
ANTIOQUIA;SABANETA;FEMENINO;30;MICROSOFT AZURE
ANTIOQUIA;BELLO;MASCULINO;24;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;20;EDX
CUNDINAMARCA;MADRID;MASCULINO;25;PLATZI
BOYACA;TUNJA;FEMENINO;49;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;36;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;36;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;36;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;36;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;36;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;MASCULINO;24;MICROSOFT AZURE
CESAR;VALLEDUPAR;MASCULINO;24;COURSERA
CHOCO;QUIBDO;MASCULINO;28;PLATZI
CUNDINAMARCA;FACATATIVA;MASCULINO;36;DATACAMP
ANTIOQUIA;RIONEGRO;MASCULINO;23;DATACAMP
SANTANDER;FLORIDABLANCA;MASCULINO;25;COURSERA
CUNDINAMARCA;CAJICA;MASCULINO;43;UDACITY
TOLIMA;IBAGUE;MASCULINO;21;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;42;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;20;DATACAMP
CUNDINAMARCA;COTA;MASCULINO;38;PLATZI
BOLIVAR;CARTAGENA;FEMENINO;39;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;29;UDACITY
RISARALDA;DOSQUEBRADAS;MASCULINO;44;PLATZI
HUILA;NEIVA;MASCULINO;39;MICROSOFT AZURE
ANTIOQUIA;ITAGUI;MASCULINO;47;EDX
ANTIOQUIA;ITAGUI;MASCULINO;40;DATACAMP
CUNDINAMARCA;CHIA;MASCULINO;49;PLATZI
ANTIOQUIA;AMALFI;MASCULINO;37;UDACITY
ANTIOQUIA;SABANETA;MASCULINO;39;COURSERA
VALLE DEL CAUCA;JAMUNDI;MASCULINO;29;MICROSOFT AZURE
ANTIOQUIA;ENVIGADO;FEMENINO;46;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;39;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;39;PLATZI
ANTIOQUIA;LA ESTRELLA;MASCULINO;28;PLATZI
ANTIOQUIA;ARMENIA;MASCULINO;21;DATACAMP
CUNDINAMARCA;MOSQUERA;MASCULINO;31;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;25;PLATZI
CUNDINAMARCA;MADRID;FEMENINO;24;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;33;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;43;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;25;DATACAMP
HUILA;NEIVA;MASCULINO;37;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;35;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;35;MICROSOFT AZURE
CUNDINAMARCA;MOSQUERA;MASCULINO;32;COURSERA
CUNDINAMARCA;FACATATIVA;MASCULINO;19;PLATZI
ANTIOQUIA;MEDELLIN;FEMENINO;33;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;33;DATACAMP
ANTIOQUIA;MEDELLIN;FEMENINO;33;DATACAMP
NORTE DE SANTANDER;CUCUTA;FEMENINO;26;PLATZI
CESAR;EL PASO;MASCULINO;19;PLATZI
ANTIOQUIA;ITAGUI;MASCULINO;37;MICROSOFT AZURE
CUNDINAMARCA;TENJO;MASCULINO;40;DATACAMP
CALDAS;MANIZALES;MASCULINO;20;PLATZI
CALDAS;MANIZALES;MASCULINO;20;PLATZI
CALDAS;MANIZALES;MASCULINO;20;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;47;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;43;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;43;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;43;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;43;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;43;COURSERA
