DEPARTAMENTO;MUNICIPIO;GENERO;EDAD;PLATAFORMA_EDUCATIVA
BOLIVAR;MAGANGUE;MASCULINO;36;MICROSOFT AZURE
BOYACA;SOGAMOSO;MASCULINO;29;COURSERA
ANTIOQUIA;MEDELLIN;FEMENINO;24;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;37;COURSERA
ANTIOQUIA;LA UNION;MASCULINO;28;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;44;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;44;EDX
ARAUCA;ARAUCA;MASCULINO;31;PLATZI
BOYACA;SOGAMOSO;MASCULINO;20;PLATZI
CAUCA;POPAYAN;MASCULINO;43;MICROSOFT AZURE
VALLE DEL CAUCA;PALMIRA;MASCULINO;24;PLATZI
BOYACA;TIBASOSA;FEMENINO;37;EDX
BOGOTA;BOGOTA, D.C.;FEMENINO;35;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;35;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;35;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;35;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;35;DATACAMP
ANTIOQUIA;ENVIGADO;FEMENINO;39;PLATZI
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;28;DATACAMP
CUNDINAMARCA;ZIPAQUIRA;MASCULINO;28;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;25;PLATZI
NARIÑO;PASTO;MASCULINO;35;MICROSOFT AZURE
HUILA;NEIVA;FEMENINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;23;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;23;UDACITY
ANTIOQUIA;LA ESTRELLA;MASCULINO;25;PLATZI
RISARALDA;PEREIRA;MASCULINO;28;PLATZI
ANTIOQUIA;ANORI;MASCULINO;28;PLATZI
ANTIOQUIA;ANORI;MASCULINO;28;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;46;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;53;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;53;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;53;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;53;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;23;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;23;EDX
CALDAS;MANIZALES;FEMENINO;33;PLATZI
CALDAS;MANIZALES;FEMENINO;33;PLATZI
CAUCA;POPAYAN;MASCULINO;22;COURSERA
ANTIOQUIA;MEDELLIN;MASCULINO;35;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;22;UDACITY
SANTANDER;PIEDECUESTA;MASCULINO;24;COURSERA
TOLIMA;IBAGUE;MASCULINO;19;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;36;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;36;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;36;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;36;UDACITY
BOGOTA;BOGOTA, D.C.;MASCULINO;36;UDACITY
CALDAS;MANIZALES;MASCULINO;27;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;28;PLATZI
ANTIOQUIA;ENVIGADO;MASCULINO;39;COURSERA
RISARALDA;DOSQUEBRADAS;MASCULINO;24;PLATZI
CAUCA;POPAYAN;MASCULINO;28;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;24;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;59;DATACAMP
CUNDINAMARCA;CAJICA;FEMENINO;40;COURSERA
ANTIOQUIA;RIONEGRO;MASCULINO;22;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;22;DATACAMP
VALLE DEL CAUCA;CARTAGO;MASCULINO;31;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;22;UDACITY
ANTIOQUIA;CALDAS;MASCULINO;35;PLATZI
VALLE DEL CAUCA;CALI;FEMENINO;23;PLATZI
CALDAS;MANIZALES;MASCULINO;30;DATACAMP
CALDAS;MANIZALES;MASCULINO;30;DATACAMP
ANTIOQUIA;BELLO;FEMENINO;25;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;37;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;22;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;27;PLATZI
SANTANDER;BUCARAMANGA;MASCULINO;27;PLATZI
SANTANDER;MALAGA;MASCULINO;21;UDACITY
VALLE DEL CAUCA;CALI;FEMENINO;29;COURSERA
ANTIOQUIA;ENVIGADO;MASCULINO;29;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;26;MICROSOFT AZURE
CESAR;VALLEDUPAR;MASCULINO;23;PLATZI
CESAR;VALLEDUPAR;MASCULINO;23;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;43;EDX
ANTIOQUIA;MEDELLIN;FEMENINO;29;EDX
META;VILLAVICENCIO;MASCULINO;36;COURSERA
ANTIOQUIA;ITAGUI;MASCULINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;31;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;31;DATACAMP
ANTIOQUIA;RIONEGRO;MASCULINO;39;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
ANTIOQUIA;MEDELLIN;MASCULINO;40;DATACAMP
HUILA;LA PLATA;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;22;UDACITY
BOGOTA;BOGOTA, D.C.;FEMENINO;22;UDACITY
BOGOTA;BOGOTA, D.C.;FEMENINO;22;UDACITY
SUCRE;SAMPUES;MASCULINO;21;PLATZI
HUILA;NEIVA;MASCULINO;45;COURSERA
CUNDINAMARCA;TOCANCIPA;MASCULINO;26;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;48;PLATZI
ANTIOQUIA;CALDAS;MASCULINO;37;EDX
RISARALDA;PEREIRA;FEMENINO;28;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;48;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;48;EDX
LA GUAJIRA;MAICAO;MASCULINO;26;PLATZI
CAUCA;POPAYAN;FEMENINO;23;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;30;MICROSOFT AZURE
CUNDINAMARCA;GIRARDOT;MASCULINO;34;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;34;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;33;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;21;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;21;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;21;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;21;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;45;PLATZI
ATLANTICO;BARRANQUILLA;FEMENINO;27;PLATZI
BOYACA;TIBASOSA;MASCULINO;21;PLATZI
CALDAS;VILLAMARIA;MASCULINO;49;PLATZI
HUILA;PITALITO;MASCULINO;24;MICROSOFT AZURE
ANTIOQUIA;ENVIGADO;MASCULINO;21;UDACITY
ANTIOQUIA;ENVIGADO;MASCULINO;21;UDACITY
BOLIVAR;CARTAGENA;MASCULINO;25;PLATZI
BOLIVAR;CARTAGENA;MASCULINO;25;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;33;DATACAMP
ANTIOQUIA;ITAGUI;MASCULINO;27;UDACITY
ANTIOQUIA;ITAGUI;MASCULINO;27;UDACITY
VALLE DEL CAUCA;PALMIRA;MASCULINO;41;DATACAMP
ANTIOQUIA;ENVIGADO;MASCULINO;37;MICROSOFT AZURE
ATLANTICO;SOLEDAD;MASCULINO;28;PLATZI
ANTIOQUIA;ENVIGADO;FEMENINO;44;MICROSOFT AZURE
ANTIOQUIA;ARMENIA;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;COURSERA
ANTIOQUIA;SABANETA;MASCULINO;25;UDACITY
META;ACACIAS;MASCULINO;25;UDACITY
BOYACA;TUNJA;MASCULINO;49;DATACAMP
SANTANDER;FLORIDABLANCA;MASCULINO;23;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;23;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;23;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;23;COURSERA
SANTANDER;FLORIDABLANCA;MASCULINO;23;COURSERA
VALLE DEL CAUCA;CALI;MASCULINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;27;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;27;PLATZI
NORTE DE SANTANDER;LOS PATIOS;MASCULINO;26;DATACAMP
CUNDINAMARCA;CHIA;MASCULINO;24;DATACAMP
SUCRE;SINCELEJO;MASCULINO;18;UDACITY
BOYACA;SOGAMOSO;MASCULINO;36;PLATZI
SANTANDER;SAN GIL;MASCULINO;22;DATACAMP
CORDOBA;MONTERIA;MASCULINO;42;COURSERA
BOYACA;TUNJA;MASCULINO;37;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;51;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;51;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;51;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;23;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;47;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;67;UDACITY
VALLE DEL CAUCA;CALI;MASCULINO;41;EDX
ANTIOQUIA;MEDELLIN;MASCULINO;30;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;30;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;30;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;30;UDACITY
ANTIOQUIA;MEDELLIN;MASCULINO;30;UDACITY
ATLANTICO;SOLEDAD;MASCULINO;39;PLATZI
CAUCA;POPAYAN;MASCULINO;19;EDX
CALDAS;MANIZALES;MASCULINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;20;EDX
BOGOTA;BOGOTA, D.C.;MASCULINO;20;EDX
ANTIOQUIA;ENVIGADO;FEMENINO;25;PLATZI
BOYACA;DUITAMA;MASCULINO;25;DATACAMP
ATLANTICO;BARRANQUILLA;MASCULINO;40;COURSERA
VALLE DEL CAUCA;CARTAGO;MASCULINO;49;DATACAMP
SANTANDER;BUCARAMANGA;FEMENINO;52;MICROSOFT AZURE
NORTE DE SANTANDER;CUCUTA;MASCULINO;32;PLATZI
CALDAS;MANIZALES;FEMENINO;41;EDX
ANTIOQUIA;ARMENIA;MASCULINO;30;PLATZI
SUCRE;COROZAL;MASCULINO;43;DATACAMP
SANTANDER;BUCARAMANGA;MASCULINO;43;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;48;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;MASCULINO;33;MICROSOFT AZURE
BOLIVAR;CARTAGENA;MASCULINO;33;DATACAMP
RISARALDA;DOSQUEBRADAS;MASCULINO;30;PLATZI
CUNDINAMARCA;CAJICA;MASCULINO;35;PLATZI
VALLE DEL CAUCA;JAMUNDI;MASCULINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;48;COURSERA
CUNDINAMARCA;MADRID;MASCULINO;32;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;23;PLATZI
ANTIOQUIA;BELLO;MASCULINO;23;PLATZI
HUILA;RIVERA;MASCULINO;30;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;52;MICROSOFT AZURE
TOLIMA;IBAGUE;MASCULINO;34;PLATZI
TOLIMA;IBAGUE;MASCULINO;34;PLATZI
HUILA;PITALITO;MASCULINO;28;MICROSOFT AZURE
ANTIOQUIA;COPACABANA;FEMENINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;37;DATACAMP
ATLANTICO;BARRANQUILLA;FEMENINO;30;COURSERA
NARIÑO;PASTO;FEMENINO;49;PLATZI
CAUCA;POPAYAN;MASCULINO;38;COURSERA
CUNDINAMARCA;FACATATIVA;MASCULINO;29;COURSERA
NARIÑO;PASTO;MASCULINO;27;PLATZI
NORTE DE SANTANDER;CUCUTA;MASCULINO;36;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;20;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;50;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;50;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;50;COURSERA
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;29;MICROSOFT AZURE
HUILA;NEIVA;MASCULINO;23;PLATZI
HUILA;NEIVA;MASCULINO;23;PLATZI
ANTIOQUIA;BELLO;MASCULINO;26;EDX
CUNDINAMARCA;FUNZA;MASCULINO;42;DATACAMP
SANTANDER;MOGOTES;MASCULINO;22;PLATZI
CUNDINAMARCA;CHAGUANI;FEMENINO;30;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;FEMENINO;28;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;MASCULINO;28;DATACAMP
RISARALDA;DOSQUEBRADAS;MASCULINO;44;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;43;DATACAMP
VALLE DEL CAUCA;CALI;MASCULINO;40;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;40;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;40;MICROSOFT AZURE
VALLE DEL CAUCA;CALI;MASCULINO;40;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;20;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;29;DATACAMP
CUNDINAMARCA;SOACHA;MASCULINO;29;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;25;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;25;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;25;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;25;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;25;MICROSOFT AZURE
PUTUMAYO;MOCOA;MASCULINO;33;DATACAMP
ATLANTICO;SOLEDAD;MASCULINO;21;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;41;DATACAMP
ANTIOQUIA;BELLO;MASCULINO;34;PLATZI
ANTIOQUIA;SABANETA;MASCULINO;23;DATACAMP
ANTIOQUIA;SABANETA;MASCULINO;23;DATACAMP
BOGOTA;BOGOTA, D.C.;FEMENINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;35;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;35;PLATZI
SANTANDER;BUCARAMANGA;FEMENINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;FEMENINO;39;EDX
CAUCA;POPAYAN;MASCULINO;50;PLATZI
BOGOTA;BOGOTA, D.C.;FEMENINO;32;MICROSOFT AZURE
ANTIOQUIA;LA ESTRELLA;MASCULINO;39;COURSERA
ANTIOQUIA;LA ESTRELLA;MASCULINO;48;PLATZI
CALDAS;VILLAMARIA;MASCULINO;41;DATACAMP
CUNDINAMARCA;FACATATIVA;FEMENINO;24;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;43;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;43;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;43;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;43;PLATZI
MAGDALENA;SANTA MARTA;MASCULINO;16;PLATZI
MAGDALENA;SANTA MARTA;MASCULINO;16;PLATZI
VICHADA;PUERTO CARREÑO;MASCULINO;37;PLATZI
VALLE DEL CAUCA;CALI;MASCULINO;51;COURSERA
ANTIOQUIA;RIONEGRO;MASCULINO;36;COURSERA
SANTANDER;BARRANCABERMEJA;MASCULINO;27;MICROSOFT AZURE
ANTIOQUIA;ENVIGADO;MASCULINO;51;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;MASCULINO;45;MICROSOFT AZURE
CALDAS;MANIZALES;MASCULINO;18;COURSERA
CUNDINAMARCA;FACATATIVA;MASCULINO;32;DATACAMP
CAUCA;POPAYAN;MASCULINO;29;DATACAMP
BOYACA;TUNJA;FEMENINO;26;MICROSOFT AZURE
SANTANDER;PIEDECUESTA;MASCULINO;20;UDACITY
RISARALDA;PEREIRA;MASCULINO;35;DATACAMP
RISARALDA;PEREIRA;MASCULINO;35;DATACAMP
RISARALDA;PEREIRA;MASCULINO;35;DATACAMP
CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;MASCULINO;46;PLATZI
CORDOBA;SAHAGUN;MASCULINO;28;PLATZI
ANTIOQUIA;MEDELLIN;MASCULINO;19;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;28;MICROSOFT AZURE
ATLANTICO;BARRANQUILLA;FEMENINO;29;PLATZI
BOGOTA;BOGOTA, D.C.;MASCULINO;57;DATACAMP
VALLE DEL CAUCA;JAMUNDI;MASCULINO;21;COURSERA
BOGOTA;BOGOTA, D.C.;FEMENINO;44;MICROSOFT AZURE
SANTANDER;BUCARAMANGA;MASCULINO;30;COURSERA
ANTIOQUIA;RIONEGRO;FEMENINO;22;DATACAMP
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
BOGOTA;BOGOTA, D.C.;MASCULINO;41;MICROSOFT AZURE
ANTIOQUIA;MEDELLIN;FEMENINO;27;PLATZI
